arm,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,invitations,referenceNodesKnown,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation
orc-gated-abstainer,w109-alliance-v1,20260813,0,33,631706200,alliance-abstainer,ascended,2,1682,0,105,0,0,3611,54,4728
orc-gated-abstainer,w109-alliance-v1,20260813,0,34,3286141961,alliance-abstainer,ascended,2,1682,0,101,0,0,3885,58,6729
orc-gated-abstainer,w109-alliance-v1,20260813,0,35,1645610426,alliance-abstainer,ascended,2,2162,0,100,0,0,1371,31,20477
orc-gated-abstainer,w109-alliance-v1,20260813,0,36,5078891,alliance-abstainer,ascended,2,2162,0,103,0,0,2353,42,12606
orc-gated-abstainer,w109-alliance-v1,20260813,0,37,2659514652,alliance-abstainer,stagnated,3,208,0,0,0,0,0,0,37
orc-gated-abstainer,w109-alliance-v1,20260813,0,38,1018983117,alliance-abstainer,ascended,2,1922,0,101,0,0,3004,42,14060
orc-gated-abstainer,w109-alliance-v1,20260813,0,39,3673418878,alliance-abstainer,stagnated,3,365,0,0,0,0,0,0,27
orc-gated-abstainer,w109-alliance-v1,20260813,0,40,2032887343,alliance-abstainer,truncated,0,2400,0,84,0,0,2198,36,19087
orc-gated-abstainer,w109-alliance-v1,20260813,0,41,392355808,alliance-abstainer,stagnated,3,395,0,0,0,0,0,0,62
orc-gated-abstainer,w109-alliance-v1,20260813,0,42,3046791569,alliance-abstainer,stagnated,3,228,0,0,0,0,0,0,20
orc-gated-abstainer,w109-alliance-v1,20260813,0,43,1406260034,alliance-abstainer,stagnated,3,304,0,0,0,0,0,0,35
orc-gated-abstainer,w109-alliance-v1,20260813,0,44,4060695795,alliance-abstainer,ascended,2,1922,0,118,0,0,3243,43,10893
orc-gated-abstainer,w109-alliance-v1,20260813,0,45,2420164260,alliance-abstainer,ascended,2,2162,0,105,0,0,15657,396,2846
orc-gated-abstainer,w109-alliance-v1,20260813,0,46,779632725,alliance-abstainer,stagnated,3,221,0,0,0,0,0,0,30
orc-gated-abstainer,w109-alliance-v1,20260813,0,47,3434068486,alliance-abstainer,ascended,2,1922,0,123,0,0,1733,45,10851
orc-gated-abstainer,w109-alliance-v1,20260813,0,48,1793536951,alliance-abstainer,stagnated,3,379,0,0,0,0,0,0,57
orc-gated-abstainer,w109-alliance-v1,20260813,0,49,153005416,alliance-abstainer,ascended,2,2162,0,112,0,0,2554,43,14129
orc-gated-abstainer,w109-alliance-v1,20260813,0,50,2807441177,alliance-abstainer,stagnated,3,434,0,0,0,0,0,0,42
orc-gated-abstainer,w109-alliance-v1,20260813,0,51,1166909642,alliance-abstainer,truncated,0,2400,0,102,0,0,1108,37,22186
orc-gated-abstainer,w109-alliance-v1,20260813,0,52,3821345403,alliance-abstainer,truncated,0,2400,0,99,0,0,2239,35,22720
orc-gated-abstainer,w109-alliance-v1,20260813,0,53,2180813868,alliance-abstainer,truncated,0,2400,0,75,0,0,1698,28,20405
orc-gated-abstainer,w109-alliance-v1,20260813,0,54,540282333,alliance-abstainer,stagnated,3,306,0,0,0,0,0,0,30
orc-gated-abstainer,w109-alliance-v1,20260813,0,55,3194718094,alliance-abstainer,stagnated,3,391,0,0,0,0,0,0,80
orc-gated-abstainer,w109-alliance-v1,20260813,0,56,1554186559,alliance-abstainer,ascended,2,1922,0,107,0,0,2356,52,8701
orc-gated-abstainer,w109-alliance-v1,20260813,0,57,4208622320,alliance-abstainer,ascended,2,1922,0,119,0,0,2548,43,10079
orc-gated-abstainer,w109-alliance-v1,20260813,0,58,2568090785,alliance-abstainer,truncated,0,2400,0,94,0,0,1869,31,24080
orc-gated-abstainer,w109-alliance-v1,20260813,0,59,927559250,alliance-abstainer,stagnated,3,358,0,0,0,0,0,0,42
orc-gated-abstainer,w109-alliance-v1,20260813,0,60,3581995011,alliance-abstainer,ascended,2,2162,0,108,0,0,2892,39,18777
orc-gated-abstainer,w109-alliance-v1,20260813,0,61,1941463476,alliance-abstainer,stagnated,3,407,0,0,0,0,0,0,53
orc-gated-abstainer,w109-alliance-v1,20260813,0,62,300931941,alliance-abstainer,ascended,2,2162,0,109,0,0,1572,41,15839
orc-gated-abstainer,w109-alliance-v1,20260813,0,63,2955367702,alliance-abstainer,truncated,0,2400,0,78,0,0,2017,37,21317
orc-gated-abstainer,w109-alliance-v1,20260813,0,64,1314836167,alliance-abstainer,stagnated,3,268,0,0,0,0,0,0,38
orc-gated-abstainer,w109-alliance-v1,20260813,0,65,3969271928,alliance-abstainer,ascended,2,1682,0,118,0,0,9192,154,2614
orc-gated-abstainer,w109-alliance-v1,20260813,0,66,2328740393,alliance-abstainer,stagnated,3,105,0,0,0,0,0,0,24
orc-gated-abstainer,w109-alliance-v1,20260813,0,67,688208858,alliance-abstainer,ascended,2,2162,0,116,0,0,2947,42,14242
orc-gated-abstainer,w109-alliance-v1,20260813,0,68,3342644619,alliance-abstainer,ascended,2,2162,0,106,0,0,1798,36,15059
orc-gated-abstainer,w109-alliance-v1,20260813,0,69,1702113084,alliance-abstainer,stagnated,3,302,0,0,0,0,0,0,47
orc-gated-abstainer,w109-alliance-v1,20260813,0,70,61581549,alliance-abstainer,ascended,2,1682,0,99,0,0,9624,325,997
orc-gated-abstainer,w109-alliance-v1,20260813,0,71,2716017310,alliance-abstainer,truncated,0,2400,0,108,0,0,1828,35,23124
orc-gated-abstainer,w109-alliance-v1,20260813,0,72,1075485775,alliance-abstainer,stagnated,3,573,0,0,0,0,0,0,51
orc-gated-abstainer,w109-alliance-v1,20260813,0,73,3729921536,alliance-abstainer,ascended,2,1922,0,106,0,0,1868,42,11933
orc-gated-abstainer,w109-alliance-v1,20260813,0,74,2089390001,alliance-abstainer,ascended,2,2162,0,125,0,0,14172,326,2342
orc-gated-abstainer,w109-alliance-v1,20260813,0,75,448858466,alliance-abstainer,stagnated,3,111,0,0,0,0,0,0,17
orc-gated-abstainer,w109-alliance-v1,20260813,0,76,3103294227,alliance-abstainer,stagnated,3,369,0,0,0,0,0,0,61
orc-gated-abstainer,w109-alliance-v1,20260813,0,77,1462762692,alliance-abstainer,ascended,2,1922,0,114,0,0,3169,55,9132
orc-gated-abstainer,w109-alliance-v1,20260813,0,78,4117198453,alliance-abstainer,truncated,0,2400,0,71,0,0,1662,33,20752
orc-gated-abstainer,w109-alliance-v1,20260813,0,79,2476666918,alliance-abstainer,ascended,2,1922,0,117,0,0,2384,43,9767
orc-gated-abstainer,w109-alliance-v1,20260813,0,80,836135383,alliance-abstainer,ascended,2,1922,0,111,0,0,1917,41,11357
orc-gated-abstainer,w109-alliance-v1,20260813,0,81,3490571144,alliance-abstainer,ascended,2,1922,0,111,0,0,2475,44,10699
orc-gated-abstainer,w109-alliance-v1,20260813,0,82,1850039609,alliance-abstainer,ascended,2,1922,0,129,0,0,10887,260,2221
orc-gated-abstainer,w109-alliance-v1,20260813,0,83,209508074,alliance-abstainer,ascended,2,1682,0,112,0,0,4338,60,5831
orc-gated-abstainer,w109-alliance-v1,20260813,0,84,2863943835,alliance-abstainer,ascended,2,1922,0,123,0,0,2947,41,12132
orc-gated-abstainer,w109-alliance-v1,20260813,0,85,1223412300,alliance-abstainer,truncated,0,2400,0,48,0,0,84,31,20585
orc-gated-abstainer,w109-alliance-v1,20260813,0,86,3877848061,alliance-abstainer,ascended,2,1682,0,112,0,0,4686,57,7590
orc-gated-abstainer,w109-alliance-v1,20260813,0,87,2237316526,alliance-abstainer,truncated,0,2400,0,97,0,0,2018,31,22291
orc-gated-abstainer,w109-alliance-v1,20260813,0,88,596784991,alliance-abstainer,truncated,0,2400,0,98,0,0,2482,35,22326
orc-gated-abstainer,w109-alliance-v1,20260813,0,89,3251220752,alliance-abstainer,ascended,2,1922,0,113,0,0,2797,37,13700
orc-gated-abstainer,w109-alliance-v1,20260813,0,90,1610689217,alliance-abstainer,truncated,0,2400,0,90,0,0,3018,38,21679
orc-gated-abstainer,w109-alliance-v1,20260813,0,91,4265124978,alliance-abstainer,stagnated,3,397,0,0,0,0,0,0,53
orc-gated-abstainer,w109-alliance-v1,20260813,0,92,2624593443,alliance-abstainer,ascended,2,1922,0,112,0,0,3263,57,6412
orc-gated-abstainer,w109-alliance-v1,20260813,0,93,984061908,alliance-abstainer,ascended,2,1682,0,111,0,0,2420,54,7725
orc-gated-abstainer,w109-alliance-v1,20260813,0,94,3638497669,alliance-abstainer,truncated,0,2400,0,72,0,0,1885,34,23197
orc-gated-abstainer,w109-alliance-v1,20260813,0,95,1997966134,alliance-abstainer,truncated,0,2400,0,91,0,0,2181,36,22973
orc-gated-abstainer,w109-alliance-v1,20260813,0,96,357434599,alliance-abstainer,stagnated,3,323,0,0,0,0,0,0,44
orc-gated-abstainer,w109-alliance-v1,20260813,0,97,3011870360,alliance-abstainer,stagnated,3,569,0,0,0,0,0,0,33
orc-gated-abstainer,w109-alliance-v1,20260813,0,98,1371338825,alliance-abstainer,stagnated,3,464,0,0,0,0,0,0,64
orc-gated-abstainer,w109-alliance-v1,20260813,0,99,4025774586,alliance-abstainer,ascended,2,1922,0,119,0,0,4915,59,6770
human-gated-seeker,w109-alliance-v1,20260813,0,0,3229639303,alliance-seeker,ascended,2,1202,7,209,72,72,6242,142,332
human-gated-seeker,w109-alliance-v1,20260813,0,1,1589107768,alliance-seeker,truncated,0,2400,0,133,0,0,8712,138,13587
human-gated-seeker,w109-alliance-v1,20260813,0,2,4243543529,alliance-seeker,truncated,0,2400,0,121,0,0,8912,148,9996
human-gated-seeker,w109-alliance-v1,20260813,0,3,2603011994,alliance-seeker,truncated,0,2400,7,243,52,116,11062,159,8125
human-gated-seeker,w109-alliance-v1,20260813,0,4,962480459,alliance-seeker,truncated,0,2400,7,171,0,0,7374,130,18490
human-gated-seeker,w109-alliance-v1,20260813,0,5,3616916220,alliance-seeker,truncated,0,2400,1,146,0,0,8996,144,9953
human-gated-seeker,w109-alliance-v1,20260813,0,6,1976384685,alliance-seeker,stagnated,3,652,0,0,0,0,0,0,76
human-gated-seeker,w109-alliance-v1,20260813,0,7,335853150,alliance-seeker,truncated,0,2400,0,139,0,0,7882,134,13630
human-gated-seeker,w109-alliance-v1,20260813,0,8,2990288911,alliance-seeker,ascended,2,1922,0,117,0,0,12280,210,2223
human-gated-seeker,w109-alliance-v1,20260813,0,9,1349757376,alliance-seeker,truncated,0,2400,7,199,42,179,12998,176,6816
human-gated-seeker,w109-alliance-v1,20260813,0,10,4004193137,alliance-seeker,truncated,0,2400,5,173,0,0,8594,143,14239
human-gated-seeker,w109-alliance-v1,20260813,0,11,2363661602,alliance-seeker,ascended,2,1682,0,144,0,0,14089,240,1730
human-gated-seeker,w109-alliance-v1,20260813,0,12,723130067,alliance-seeker,truncated,0,2400,5,146,7,63,9416,147,11046
human-gated-seeker,w109-alliance-v1,20260813,0,13,3377565828,alliance-seeker,truncated,0,2400,5,225,0,0,10262,147,13871
human-gated-seeker,w109-alliance-v1,20260813,0,14,1737034293,alliance-seeker,ascended,2,1442,6,187,0,0,10535,215,547
human-gated-seeker,w109-alliance-v1,20260813,0,15,96502758,alliance-seeker,ascended,2,1682,5,221,62,85,13004,228,971
human-gated-seeker,w109-alliance-v1,20260813,0,16,2750938519,alliance-seeker,ascended,2,1202,5,208,90,134,3140,95,229
human-gated-seeker,w109-alliance-v1,20260813,0,17,1110406984,alliance-seeker,ascended,2,1922,3,160,0,0,12667,181,5859
human-gated-seeker,w109-alliance-v1,20260813,0,18,3764842745,alliance-seeker,truncated,0,2400,5,147,10,93,10073,151,14260
human-gated-seeker,w109-alliance-v1,20260813,0,19,2124311210,alliance-seeker,truncated,0,2400,5,138,2,22,8576,139,15006
human-gated-seeker,w109-alliance-v1,20260813,0,20,483779675,alliance-seeker,truncated,0,2400,5,141,0,0,12082,184,5254
human-gated-seeker,w109-alliance-v1,20260813,0,21,3138215436,alliance-seeker,truncated,0,2400,0,131,0,0,9428,149,12574
human-gated-seeker,w109-alliance-v1,20260813,0,22,1497683901,alliance-seeker,ascended,2,1682,0,152,0,0,21388,448,348
human-gated-seeker,w109-alliance-v1,20260813,0,23,4152119662,alliance-seeker,ascended,2,2162,5,147,61,61,12176,197,2441
human-gated-seeker,w109-alliance-v1,20260813,0,24,2511588127,alliance-seeker,ascended,2,962,5,176,72,117,1611,47,180
human-gated-seeker,w109-alliance-v1,20260813,0,25,871056592,alliance-seeker,ascended,2,1682,0,139,0,0,14011,236,1694
human-gated-seeker,w109-alliance-v1,20260813,0,26,3525492353,alliance-seeker,ascended,2,1922,5,205,7,7,15174,228,2379
human-gated-seeker,w109-alliance-v1,20260813,0,27,1884960818,alliance-seeker,stagnated,3,629,0,0,0,0,0,0,47
human-gated-seeker,w109-alliance-v1,20260813,0,28,244429283,alliance-seeker,ascended,2,1682,8,211,0,0,15173,255,1393
human-gated-seeker,w109-alliance-v1,20260813,0,29,2898865044,alliance-seeker,ascended,2,1922,0,132,0,0,12848,230,1345
human-gated-seeker,w109-alliance-v1,20260813,0,30,1258333509,alliance-seeker,truncated,0,2400,5,138,0,0,8025,140,15810
human-gated-seeker,w109-alliance-v1,20260813,0,31,3912769270,alliance-seeker,ascended,2,962,5,175,79,79,4303,119,250
human-gated-seeker,w109-alliance-v1,20260813,0,32,2272237735,alliance-seeker,ascended,2,1922,0,128,0,0,27461,632,659
human-gated-seeker,w109-alliance-v1,20260813,0,33,631706200,alliance-seeker,truncated,0,2400,0,161,0,0,11197,163,7065
human-gated-seeker,w109-alliance-v1,20260813,0,34,3286141961,alliance-seeker,truncated,0,2400,1,150,0,0,7906,131,18286
human-gated-seeker,w109-alliance-v1,20260813,0,35,1645610426,alliance-seeker,ascended,2,1682,7,206,23,23,13139,234,1079
human-gated-seeker,w109-alliance-v1,20260813,0,36,5078891,alliance-seeker,truncated,0,2400,0,125,0,0,7988,128,13876
human-gated-seeker,w109-alliance-v1,20260813,0,37,2659514652,alliance-seeker,truncated,0,2400,0,148,0,0,26285,403,6602
human-gated-seeker,w109-alliance-v1,20260813,0,38,1018983117,alliance-seeker,truncated,0,2400,5,157,39,117,8883,134,13680
human-gated-seeker,w109-alliance-v1,20260813,0,39,3673418878,alliance-seeker,stagnated,3,365,0,0,0,0,0,0,33
human-gated-seeker,w109-alliance-v1,20260813,0,40,2032887343,alliance-seeker,truncated,0,2400,0,129,0,0,8770,144,13868
human-gated-seeker,w109-alliance-v1,20260813,0,41,392355808,alliance-seeker,stagnated,3,534,0,0,0,0,0,0,49
human-gated-seeker,w109-alliance-v1,20260813,0,42,3046791569,alliance-seeker,ascended,2,1922,0,115,0,0,12965,198,3620
human-gated-seeker,w109-alliance-v1,20260813,0,43,1406260034,alliance-seeker,stagnated,3,617,0,0,0,0,0,0,53
human-gated-seeker,w109-alliance-v1,20260813,0,44,4060695795,alliance-seeker,ascended,2,1202,6,160,54,54,7407,177,472
human-gated-seeker,w109-alliance-v1,20260813,0,45,2420164260,alliance-seeker,truncated,0,2400,6,134,2,12,11437,166,7470
human-gated-seeker,w109-alliance-v1,20260813,0,46,779632725,alliance-seeker,stagnated,3,221,0,0,0,0,0,0,32
human-gated-seeker,w109-alliance-v1,20260813,0,47,3434068486,alliance-seeker,ascended,2,2162,5,177,12,12,12746,183,5680
human-gated-seeker,w109-alliance-v1,20260813,0,48,1793536951,alliance-seeker,ascended,2,1442,4,194,14,120,8700,190,533
human-gated-seeker,w109-alliance-v1,20260813,0,49,153005416,alliance-seeker,truncated,0,2400,0,133,0,0,9746,154,11728
human-gated-seeker,w109-alliance-v1,20260813,0,50,2807441177,alliance-seeker,ascended,2,1442,6,205,51,127,8244,180,397
human-gated-seeker,w109-alliance-v1,20260813,0,51,1166909642,alliance-seeker,truncated,0,2400,3,148,0,0,8117,139,17275
human-gated-seeker,w109-alliance-v1,20260813,0,52,3821345403,alliance-seeker,ascended,2,1682,6,162,0,0,12153,204,2117
human-gated-seeker,w109-alliance-v1,20260813,0,53,2180813868,alliance-seeker,ascended,2,1682,0,141,0,0,21826,489,369
human-gated-seeker,w109-alliance-v1,20260813,0,54,540282333,alliance-seeker,ascended,2,1682,5,195,39,151,14040,218,1904
human-gated-seeker,w109-alliance-v1,20260813,0,55,3194718094,alliance-seeker,ascended,2,1682,0,136,0,0,14291,252,1337
human-gated-seeker,w109-alliance-v1,20260813,0,56,1554186559,alliance-seeker,ascended,2,962,5,158,12,12,2532,80,197
human-gated-seeker,w109-alliance-v1,20260813,0,57,4208622320,alliance-seeker,truncated,0,2400,7,148,28,28,7613,130,17236
human-gated-seeker,w109-alliance-v1,20260813,0,58,2568090785,alliance-seeker,ascended,2,1922,6,198,0,0,15242,201,5274
human-gated-seeker,w109-alliance-v1,20260813,0,59,927559250,alliance-seeker,stagnated,3,358,0,0,0,0,0,0,30
human-gated-seeker,w109-alliance-v1,20260813,0,60,3581995011,alliance-seeker,ascended,2,1922,0,126,0,0,13116,209,2562
human-gated-seeker,w109-alliance-v1,20260813,0,61,1941463476,alliance-seeker,stagnated,3,423,0,0,0,0,0,0,51
human-gated-seeker,w109-alliance-v1,20260813,0,62,300931941,alliance-seeker,ascended,2,1682,5,176,23,42,12542,230,1165
human-gated-seeker,w109-alliance-v1,20260813,0,63,2955367702,alliance-seeker,ascended,2,1202,5,201,40,40,6793,161,404
human-gated-seeker,w109-alliance-v1,20260813,0,64,1314836167,alliance-seeker,stagnated,3,382,0,0,0,0,0,0,40
human-gated-seeker,w109-alliance-v1,20260813,0,65,3969271928,alliance-seeker,ascended,2,1682,0,163,0,0,25838,598,396
human-gated-seeker,w109-alliance-v1,20260813,0,66,2328740393,alliance-seeker,stagnated,3,269,0,0,0,0,0,0,33
human-gated-seeker,w109-alliance-v1,20260813,0,67,688208858,alliance-seeker,truncated,0,2400,0,136,0,0,8203,135,14801
human-gated-seeker,w109-alliance-v1,20260813,0,68,3342644619,alliance-seeker,truncated,0,2400,6,154,0,0,9624,143,14719
human-gated-seeker,w109-alliance-v1,20260813,0,69,1702113084,alliance-seeker,stagnated,3,471,0,0,0,0,0,0,40
human-gated-seeker,w109-alliance-v1,20260813,0,70,61581549,alliance-seeker,ascended,2,1442,0,164,0,0,9823,203,752
human-gated-seeker,w109-alliance-v1,20260813,0,71,2716017310,alliance-seeker,truncated,0,2400,0,134,0,0,9075,145,10776
human-gated-seeker,w109-alliance-v1,20260813,0,72,1075485775,alliance-seeker,truncated,0,2400,5,263,18,36,11965,169,5817
human-gated-seeker,w109-alliance-v1,20260813,0,73,3729921536,alliance-seeker,truncated,0,2400,5,217,0,0,10887,162,9655
human-gated-seeker,w109-alliance-v1,20260813,0,74,2089390001,alliance-seeker,ascended,2,1682,0,124,0,0,12558,237,937
human-gated-seeker,w109-alliance-v1,20260813,0,75,448858466,alliance-seeker,truncated,0,2400,0,143,0,0,8741,140,11150
human-gated-seeker,w109-alliance-v1,20260813,0,76,3103294227,alliance-seeker,ascended,2,1442,0,167,0,0,12034,232,1031
human-gated-seeker,w109-alliance-v1,20260813,0,77,1462762692,alliance-seeker,ascended,2,1922,0,132,0,0,14637,220,3316
human-gated-seeker,w109-alliance-v1,20260813,0,78,4117198453,alliance-seeker,ascended,2,1682,5,215,63,63,14981,240,1422
human-gated-seeker,w109-alliance-v1,20260813,0,79,2476666918,alliance-seeker,ascended,2,1922,3,147,0,0,13718,214,1996
human-gated-seeker,w109-alliance-v1,20260813,0,80,836135383,alliance-seeker,truncated,0,2400,5,143,0,0,10137,155,9238
human-gated-seeker,w109-alliance-v1,20260813,0,81,3490571144,alliance-seeker,ascended,2,1682,5,212,40,131,11780,199,1716
human-gated-seeker,w109-alliance-v1,20260813,0,82,1850039609,alliance-seeker,truncated,0,2400,6,266,32,99,11253,163,10219
human-gated-seeker,w109-alliance-v1,20260813,0,83,209508074,alliance-seeker,ascended,2,1682,5,177,25,114,12359,213,1618
human-gated-seeker,w109-alliance-v1,20260813,0,84,2863943835,alliance-seeker,ascended,2,1682,5,187,0,0,12379,220,1561
human-gated-seeker,w109-alliance-v1,20260813,0,85,1223412300,alliance-seeker,ascended,2,962,6,172,54,54,3079,100,227
human-gated-seeker,w109-alliance-v1,20260813,0,86,3877848061,alliance-seeker,truncated,0,2400,7,150,38,47,7892,131,17335
human-gated-seeker,w109-alliance-v1,20260813,0,87,2237316526,alliance-seeker,ascended,2,1682,0,129,0,0,14038,230,2004
human-gated-seeker,w109-alliance-v1,20260813,0,88,596784991,alliance-seeker,truncated,0,2400,5,204,50,129,11538,165,9912
human-gated-seeker,w109-alliance-v1,20260813,0,89,3251220752,alliance-seeker,ascended,2,1442,6,188,2,2,6825,158,357
human-gated-seeker,w109-alliance-v1,20260813,0,90,1610689217,alliance-seeker,ascended,2,1682,0,132,0,0,13556,253,1159
human-gated-seeker,w109-alliance-v1,20260813,0,91,4265124978,alliance-seeker,ascended,2,1922,0,133,0,0,13837,245,1322
human-gated-seeker,w109-alliance-v1,20260813,0,92,2624593443,alliance-seeker,stagnated,3,468,0,0,0,0,0,0,52
human-gated-seeker,w109-alliance-v1,20260813,0,93,984061908,alliance-seeker,ascended,2,962,7,159,0,0,1765,50,164
human-gated-seeker,w109-alliance-v1,20260813,0,94,3638497669,alliance-seeker,ascended,2,1682,0,126,0,0,12406,238,1023
human-gated-seeker,w109-alliance-v1,20260813,0,95,1997966134,alliance-seeker,truncated,0,2400,0,147,0,0,8855,142,15808
human-gated-seeker,w109-alliance-v1,20260813,0,96,357434599,alliance-seeker,ascended,2,1682,5,181,0,0,13678,231,1538
human-gated-seeker,w109-alliance-v1,20260813,0,97,3011870360,alliance-seeker,truncated,0,2400,6,152,0,0,11844,170,7191
human-gated-seeker,w109-alliance-v1,20260813,0,98,1371338825,alliance-seeker,ascended,2,1922,6,192,17,60,14712,234,1890
human-gated-seeker,w109-alliance-v1,20260813,0,99,4025774586,alliance-seeker,truncated,0,2400,1,136,0,0,7827,132,15246
human-gated-abstainer,w109-alliance-v1,20260813,0,0,3229639303,alliance-abstainer,truncated,0,2400,0,126,0,0,9069,143,11423
human-gated-abstainer,w109-alliance-v1,20260813,0,1,1589107768,alliance-abstainer,truncated,0,2400,0,133,0,0,8712,138,13587
human-gated-abstainer,w109-alliance-v1,20260813,0,2,4243543529,alliance-abstainer,truncated,0,2400,0,121,0,0,8912,148,9996
human-gated-abstainer,w109-alliance-v1,20260813,0,3,2603011994,alliance-abstainer,ascended,2,1922,0,127,0,0,15053,320,288
human-gated-abstainer,w109-alliance-v1,20260813,0,4,962480459,alliance-abstainer,truncated,0,2400,0,128,0,0,8830,139,16934
human-gated-abstainer,w109-alliance-v1,20260813,0,5,3616916220,alliance-abstainer,truncated,0,2400,0,127,0,0,8560,142,13492
human-gated-abstainer,w109-alliance-v1,20260813,0,6,1976384685,alliance-abstainer,stagnated,3,652,0,0,0,0,0,0,76
human-gated-abstainer,w109-alliance-v1,20260813,0,7,335853150,alliance-abstainer,truncated,0,2400,0,139,0,0,7882,134,13630
human-gated-abstainer,w109-alliance-v1,20260813,0,8,2990288911,alliance-abstainer,ascended,2,1922,0,117,0,0,12280,210,2223
human-gated-abstainer,w109-alliance-v1,20260813,0,9,1349757376,alliance-abstainer,stagnated,3,696,0,0,0,0,0,0,85
human-gated-abstainer,w109-alliance-v1,20260813,0,10,4004193137,alliance-abstainer,stagnated,3,472,0,0,0,0,0,0,56
human-gated-abstainer,w109-alliance-v1,20260813,0,11,2363661602,alliance-abstainer,ascended,2,1682,0,144,0,0,14089,240,1730
human-gated-abstainer,w109-alliance-v1,20260813,0,12,723130067,alliance-abstainer,truncated,0,2400,0,142,0,0,8616,141,13736
human-gated-abstainer,w109-alliance-v1,20260813,0,13,3377565828,alliance-abstainer,ascended,2,1922,0,123,0,0,15193,254,1579
human-gated-abstainer,w109-alliance-v1,20260813,0,14,1737034293,alliance-abstainer,truncated,0,2400,0,137,0,0,8765,141,14383
human-gated-abstainer,w109-alliance-v1,20260813,0,15,96502758,alliance-abstainer,truncated,0,2400,0,130,0,0,9588,151,14905
human-gated-abstainer,w109-alliance-v1,20260813,0,16,2750938519,alliance-abstainer,truncated,0,2400,0,126,0,0,8510,146,10523
human-gated-abstainer,w109-alliance-v1,20260813,0,17,1110406984,alliance-abstainer,truncated,0,2400,0,135,0,0,7594,130,15745
human-gated-abstainer,w109-alliance-v1,20260813,0,18,3764842745,alliance-abstainer,truncated,0,2400,0,125,0,0,9378,152,12410
human-gated-abstainer,w109-alliance-v1,20260813,0,19,2124311210,alliance-abstainer,truncated,0,2400,0,128,0,0,7104,132,17582
human-gated-abstainer,w109-alliance-v1,20260813,0,20,483779675,alliance-abstainer,truncated,0,2400,0,133,0,0,10018,156,9443
human-gated-abstainer,w109-alliance-v1,20260813,0,21,3138215436,alliance-abstainer,truncated,0,2400,0,131,0,0,9428,149,12574
human-gated-abstainer,w109-alliance-v1,20260813,0,22,1497683901,alliance-abstainer,ascended,2,1682,0,152,0,0,21388,448,348
human-gated-abstainer,w109-alliance-v1,20260813,0,23,4152119662,alliance-abstainer,stagnated,3,704,0,0,0,0,0,0,49
human-gated-abstainer,w109-alliance-v1,20260813,0,24,2511588127,alliance-abstainer,truncated,0,2400,0,124,0,0,10009,162,7850
human-gated-abstainer,w109-alliance-v1,20260813,0,25,871056592,alliance-abstainer,ascended,2,1682,0,139,0,0,14011,236,1694
human-gated-abstainer,w109-alliance-v1,20260813,0,26,3525492353,alliance-abstainer,truncated,0,2400,0,126,0,0,9561,154,9856
human-gated-abstainer,w109-alliance-v1,20260813,0,27,1884960818,alliance-abstainer,stagnated,3,629,0,0,0,0,0,0,47
human-gated-abstainer,w109-alliance-v1,20260813,0,28,244429283,alliance-abstainer,truncated,0,2400,0,133,0,0,10257,159,9609
human-gated-abstainer,w109-alliance-v1,20260813,0,29,2898865044,alliance-abstainer,ascended,2,1922,0,132,0,0,12848,230,1345
human-gated-abstainer,w109-alliance-v1,20260813,0,30,1258333509,alliance-abstainer,truncated,0,2400,0,126,0,0,7731,134,15123
human-gated-abstainer,w109-alliance-v1,20260813,0,31,3912769270,alliance-abstainer,truncated,0,2400,0,139,0,0,8258,134,17561
human-gated-abstainer,w109-alliance-v1,20260813,0,32,2272237735,alliance-abstainer,ascended,2,1922,0,128,0,0,27461,632,659
human-gated-abstainer,w109-alliance-v1,20260813,0,33,631706200,alliance-abstainer,truncated,0,2400,0,161,0,0,11197,163,7065
human-gated-abstainer,w109-alliance-v1,20260813,0,34,3286141961,alliance-abstainer,ascended,2,962,0,147,0,0,4259,126,361
human-gated-abstainer,w109-alliance-v1,20260813,0,35,1645610426,alliance-abstainer,ascended,2,1682,0,137,0,0,12013,216,1805
human-gated-abstainer,w109-alliance-v1,20260813,0,36,5078891,alliance-abstainer,truncated,0,2400,0,125,0,0,7988,128,13876
human-gated-abstainer,w109-alliance-v1,20260813,0,37,2659514652,alliance-abstainer,truncated,0,2400,0,148,0,0,26285,403,6602
human-gated-abstainer,w109-alliance-v1,20260813,0,38,1018983117,alliance-abstainer,truncated,0,2400,0,129,0,0,9833,154,10643
human-gated-abstainer,w109-alliance-v1,20260813,0,39,3673418878,alliance-abstainer,stagnated,3,365,0,0,0,0,0,0,33
human-gated-abstainer,w109-alliance-v1,20260813,0,40,2032887343,alliance-abstainer,truncated,0,2400,0,129,0,0,8770,144,13868
human-gated-abstainer,w109-alliance-v1,20260813,0,41,392355808,alliance-abstainer,stagnated,3,534,0,0,0,0,0,0,49
human-gated-abstainer,w109-alliance-v1,20260813,0,42,3046791569,alliance-abstainer,ascended,2,1922,0,115,0,0,12965,198,3620
human-gated-abstainer,w109-alliance-v1,20260813,0,43,1406260034,alliance-abstainer,stagnated,3,617,0,0,0,0,0,0,53
