family,arm,level,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,referenceNodesKnown,referenceNodesGained,referenceNodesGainedFinalQuarter,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation,referencePopulationChange,referencePeakPopulation
species,human,16,integration-r2-species-v1,20260811,0,99,3519634987,permit-then-idle,stagnated,3,506,0,-1,-70,0,0,0,0,62,50,62
species,orc,32,integration-r2-species-v1,20260811,0,0,2723499704,passive-control,stagnated,3,516,0,-1,0,0,0,0,0,28,16,28
species,orc,32,integration-r2-species-v1,20260811,0,1,1082968169,uniform-random-legal,truncated,0,2400,14,13,0,0,0,1093,674,461,449,497
species,orc,32,integration-r2-species-v1,20260811,0,2,3737403930,permissive-breadth,truncated,0,2400,83,82,-6,0,0,1140,35,21175,21163,23018
species,orc,32,integration-r2-species-v1,20260811,0,3,2096872395,narrow-depth,stagnated,3,523,0,-1,-3,0,0,0,7,122,110,122
species,orc,32,integration-r2-species-v1,20260811,0,4,456340860,denial-warden,stagnated,3,181,0,-1,0,0,0,0,0,23,11,23
species,orc,32,integration-r2-species-v1,20260811,0,5,3110776621,archivist,truncated,0,2400,10,9,0,0,0,927,814,530,518,587
species,orc,32,integration-r2-species-v1,20260811,0,6,1470245086,portal-rush,stagnated,3,286,0,-1,-2,0,0,0,0,24,12,25
species,orc,32,integration-r2-species-v1,20260811,0,7,4124680847,worship-maximizer,stagnated,3,866,0,-1,-35,0,0,0,1,57,45,57
species,orc,32,integration-r2-species-v1,20260811,0,8,2484149312,idle-then-declare,truncated,0,2400,0,-1,0,0,0,0,34,17275,17263,17275
species,orc,32,integration-r2-species-v1,20260811,0,9,843617777,permit-then-idle,truncated,0,2400,55,54,-5,0,0,1190,32,20519,20507,20650
species,orc,32,integration-r2-species-v1,20260811,0,10,3498053538,passive-control,stagnated,3,722,0,-1,-1,0,0,0,25,146,134,147
species,orc,32,integration-r2-species-v1,20260811,0,11,1857522003,uniform-random-legal,truncated,0,2400,29,28,0,1,1,2406,691,459,447,534
species,orc,32,integration-r2-species-v1,20260811,0,12,216990468,permissive-breadth,ascended,2,1922,116,115,19,0,0,1697,45,10676,10664,10676
species,orc,32,integration-r2-species-v1,20260811,0,13,2871426229,narrow-depth,stagnated,3,539,4,3,0,0,0,4,23,132,120,138
species,orc,32,integration-r2-species-v1,20260811,0,14,1230894694,denial-warden,stagnated,3,566,0,-1,0,0,0,0,15,132,120,133
species,orc,32,integration-r2-species-v1,20260811,0,15,3885330455,archivist,truncated,0,2400,31,30,0,0,0,5453,842,556,544,630
species,orc,32,integration-r2-species-v1,20260811,0,16,2244798920,portal-rush,stagnated,3,487,0,-1,-2,0,0,0,5,99,87,99
species,orc,32,integration-r2-species-v1,20260811,0,17,604267385,worship-maximizer,truncated,0,2400,0,-1,0,0,0,0,597,1764,1752,1764
species,orc,32,integration-r2-species-v1,20260811,0,18,3258703146,idle-then-declare,stagnated,3,207,0,-1,0,0,0,0,0,25,13,25
species,orc,32,integration-r2-species-v1,20260811,0,19,1618171611,permit-then-idle,truncated,0,2400,16,15,1,0,0,89,36,15763,15751,15763
species,orc,32,integration-r2-species-v1,20260811,0,20,4272607372,passive-control,stagnated,3,342,0,-1,-24,0,0,0,0,53,41,53
species,orc,32,integration-r2-species-v1,20260811,0,21,2632075837,uniform-random-legal,truncated,0,2400,13,12,0,0,0,1148,854,604,592,673
species,orc,32,integration-r2-species-v1,20260811,0,22,991544302,permissive-breadth,ascended,2,1682,107,106,18,0,0,2274,86,3306,3294,3306
species,orc,32,integration-r2-species-v1,20260811,0,23,3645980063,narrow-depth,stagnated,3,371,0,-1,-4,0,0,0,0,38,26,41
species,orc,32,integration-r2-species-v1,20260811,0,24,2005448528,denial-warden,stagnated,3,502,0,-1,0,0,0,0,10,134,122,134
species,orc,32,integration-r2-species-v1,20260811,0,25,364916993,archivist,truncated,0,2400,36,35,0,0,0,5424,955,552,540,678
species,orc,32,integration-r2-species-v1,20260811,0,26,3019352754,portal-rush,stagnated,3,487,0,-1,0,0,0,0,2,73,61,73
species,orc,32,integration-r2-species-v1,20260811,0,27,1378821219,worship-maximizer,stagnated,3,255,0,-1,-17,0,0,0,0,36,24,36
species,orc,32,integration-r2-species-v1,20260811,0,28,4033256980,idle-then-declare,truncated,0,2400,0,-1,0,0,0,0,37,17308,17296,17308
species,orc,32,integration-r2-species-v1,20260811,0,29,2392725445,permit-then-idle,truncated,0,2400,64,63,-28,0,0,2492,40,22048,22036,23239
species,orc,32,integration-r2-species-v1,20260811,0,30,752193910,passive-control,truncated,0,2400,13,12,-19,1,1,57,33,17183,17171,17183
species,orc,32,integration-r2-species-v1,20260811,0,31,3406629671,uniform-random-legal,stagnated,3,147,0,-1,0,0,0,0,0,19,7,19
species,orc,32,integration-r2-species-v1,20260811,0,32,1766098136,permissive-breadth,truncated,0,2400,64,63,7,0,0,922,33,22753,22741,22762
species,orc,32,integration-r2-species-v1,20260811,0,33,125566601,narrow-depth,stagnated,3,521,0,-1,-2,0,0,0,1,75,63,75
species,orc,32,integration-r2-species-v1,20260811,0,34,2780002362,denial-warden,stagnated,3,502,0,-1,0,0,0,0,4,111,99,111
species,orc,32,integration-r2-species-v1,20260811,0,35,1139470827,archivist,truncated,0,2400,0,-1,0,0,0,0,1024,728,716,848
species,orc,32,integration-r2-species-v1,20260811,0,36,3793906588,portal-rush,stagnated,3,487,0,-1,-2,0,0,0,2,49,37,49
species,orc,32,integration-r2-species-v1,20260811,0,37,2153375053,worship-maximizer,stagnated,3,490,0,-1,0,0,0,0,0,82,70,82
species,orc,32,integration-r2-species-v1,20260811,0,38,512843518,idle-then-declare,truncated,0,2400,13,12,0,0,0,88,34,17340,17328,17340
species,orc,32,integration-r2-species-v1,20260811,0,39,3167279279,permit-then-idle,stagnated,3,215,0,-1,0,0,0,0,0,26,14,26
species,orc,32,integration-r2-species-v1,20260811,0,40,1526747744,passive-control,truncated,0,2400,0,-1,0,0,0,0,35,17371,17359,17371
species,orc,32,integration-r2-species-v1,20260811,0,41,4181183505,uniform-random-legal,truncated,0,2400,34,33,1,0,0,4616,760,470,458,586
species,orc,32,integration-r2-species-v1,20260811,0,42,2540651970,permissive-breadth,stagnated,3,136,0,-1,0,0,0,0,0,29,17,29
species,orc,32,integration-r2-species-v1,20260811,0,43,900120435,narrow-depth,stagnated,3,492,0,-1,0,0,0,0,1,70,58,70
species,orc,32,integration-r2-species-v1,20260811,0,44,3554556196,denial-warden,stagnated,3,530,0,-1,0,0,0,0,16,115,103,121
species,orc,32,integration-r2-species-v1,20260811,0,45,1914024661,archivist,truncated,0,2400,37,36,0,0,0,4433,850,550,538,614
species,orc,32,integration-r2-species-v1,20260811,0,46,273493126,portal-rush,stagnated,3,488,2,1,0,0,0,3,2,54,42,54
species,orc,32,integration-r2-species-v1,20260811,0,47,2927928887,worship-maximizer,stagnated,3,206,0,-1,-19,0,0,0,0,40,28,41
species,orc,32,integration-r2-species-v1,20260811,0,48,1287397352,idle-then-declare,stagnated,3,864,8,7,0,8,8,8,28,196,184,196
species,orc,32,integration-r2-species-v1,20260811,0,49,3941833113,permit-then-idle,truncated,0,2400,73,72,-22,0,0,535,41,19404,19392,19404
species,orc,32,integration-r2-species-v1,20260811,0,50,2301301578,passive-control,stagnated,3,175,0,-1,0,0,0,0,0,17,5,17
species,orc,32,integration-r2-species-v1,20260811,0,51,660770043,uniform-random-legal,truncated,0,2400,37,36,0,0,0,5269,814,556,544,609
species,orc,32,integration-r2-species-v1,20260811,0,52,3315205804,permissive-breadth,truncated,0,2400,85,84,2,0,0,1269,31,21872,21860,23184
species,orc,32,integration-r2-species-v1,20260811,0,53,1674674269,narrow-depth,stagnated,3,559,0,-1,0,0,0,0,7,85,73,86
species,orc,32,integration-r2-species-v1,20260811,0,54,34142734,denial-warden,stagnated,3,573,0,-1,0,0,0,0,8,103,91,103
species,orc,32,integration-r2-species-v1,20260811,0,55,2688578495,archivist,truncated,0,2400,10,9,0,0,0,1431,1199,812,800,939
species,orc,32,integration-r2-species-v1,20260811,0,56,1048046960,portal-rush,truncated,0,2400,10,9,-22,0,0,26,29,17374,17362,17374
species,orc,32,integration-r2-species-v1,20260811,0,57,3702482721,worship-maximizer,stagnated,3,224,0,-1,0,0,0,0,0,23,11,24
species,orc,32,integration-r2-species-v1,20260811,0,58,2061951186,idle-then-declare,stagnated,3,385,0,-1,0,0,0,0,0,36,24,36
species,orc,32,integration-r2-species-v1,20260811,0,59,421419651,permit-then-idle,stagnated,3,344,0,-1,0,0,0,0,0,52,40,52
species,orc,32,integration-r2-species-v1,20260811,0,60,3075855412,passive-control,truncated,0,2400,0,-1,0,0,0,0,41,17382,17370,17382
species,orc,32,integration-r2-species-v1,20260811,0,61,1435323877,uniform-random-legal,stagnated,3,147,0,-1,0,0,0,0,0,26,14,28
species,orc,32,integration-r2-species-v1,20260811,0,62,4089759638,permissive-breadth,stagnated,3,74,0,-1,0,0,0,0,0,17,5,17
species,orc,32,integration-r2-species-v1,20260811,0,63,2449228103,narrow-depth,stagnated,3,506,1,0,0,1,106,106,0,60,48,60
species,orc,32,integration-r2-species-v1,20260811,0,64,808696568,denial-warden,stagnated,3,567,0,-1,0,0,0,0,0,43,31,43
species,orc,32,integration-r2-species-v1,20260811,0,65,3463132329,archivist,stagnated,3,481,1,0,0,0,0,1,1,66,54,66
species,orc,32,integration-r2-species-v1,20260811,0,66,1822600794,portal-rush,stagnated,3,487,0,-1,0,0,0,0,3,75,63,75
species,orc,32,integration-r2-species-v1,20260811,0,67,182069259,worship-maximizer,truncated,0,2400,0,-1,0,0,0,0,34,17222,17210,17222
species,orc,32,integration-r2-species-v1,20260811,0,68,2836505020,idle-then-declare,truncated,0,2400,4,3,-13,0,0,17,34,17194,17182,17194
species,orc,32,integration-r2-species-v1,20260811,0,69,1195973485,permit-then-idle,truncated,0,2400,50,49,0,0,0,830,33,17781,17769,17781
species,orc,32,integration-r2-species-v1,20260811,0,70,3850409246,passive-control,truncated,0,2400,0,-1,0,0,0,0,35,17308,17296,17308
species,orc,32,integration-r2-species-v1,20260811,0,71,2209877711,uniform-random-legal,truncated,0,2400,35,34,0,0,0,5356,809,521,509,589
species,orc,32,integration-r2-species-v1,20260811,0,72,569346176,permissive-breadth,stagnated,3,160,0,-1,0,0,0,0,0,19,7,19
species,orc,32,integration-r2-species-v1,20260811,0,73,3223781937,narrow-depth,stagnated,3,521,3,2,0,1,1,4,17,112,100,113
species,orc,32,integration-r2-species-v1,20260811,0,74,1583250402,denial-warden,stagnated,3,521,0,-1,0,0,0,0,0,78,66,79
species,orc,32,integration-r2-species-v1,20260811,0,75,4237686163,archivist,stagnated,3,228,0,-1,0,0,0,0,0,27,15,27
species,orc,32,integration-r2-species-v1,20260811,0,76,2597154628,portal-rush,truncated,0,2400,34,33,0,0,0,289,27,17215,17203,17215
species,orc,32,integration-r2-species-v1,20260811,0,77,956623093,worship-maximizer,stagnated,3,811,3,2,-33,0,0,9,32,173,161,173
species,orc,32,integration-r2-species-v1,20260811,0,78,3611058854,idle-then-declare,stagnated,3,93,0,-1,0,0,0,0,0,19,7,19
species,orc,32,integration-r2-species-v1,20260811,0,79,1970527319,permit-then-idle,truncated,0,2400,57,56,-12,0,0,359,29,20552,20540,20574
species,orc,32,integration-r2-species-v1,20260811,0,80,329995784,passive-control,stagnated,3,521,6,5,0,0,0,6,2,77,65,78
species,orc,32,integration-r2-species-v1,20260811,0,81,2984431545,uniform-random-legal,truncated,0,2400,34,33,0,0,0,4693,750,471,459,559
species,orc,32,integration-r2-species-v1,20260811,0,82,1343900010,permissive-breadth,truncated,0,2400,60,59,-3,0,0,847,36,18277,18265,18277
species,orc,32,integration-r2-species-v1,20260811,0,83,3998335771,narrow-depth,stagnated,3,172,0,-1,0,0,0,0,0,20,8,20
species,orc,32,integration-r2-species-v1,20260811,0,84,2357804236,denial-warden,stagnated,3,565,0,-1,0,0,0,0,30,143,131,143
species,orc,32,integration-r2-species-v1,20260811,0,85,717272701,archivist,stagnated,3,442,0,-1,-16,0,0,0,0,42,30,45
species,orc,32,integration-r2-species-v1,20260811,0,86,3371708462,portal-rush,truncated,0,2400,22,21,-13,0,0,55,37,17463,17451,17465
species,orc,32,integration-r2-species-v1,20260811,0,87,1731176927,worship-maximizer,truncated,0,2400,0,-1,-5,0,0,0,34,17233,17221,17233
species,orc,32,integration-r2-species-v1,20260811,0,88,90645392,idle-then-declare,truncated,0,2400,29,28,-1,0,0,58,33,17093,17081,17093
species,orc,32,integration-r2-species-v1,20260811,0,89,2745081153,permit-then-idle,truncated,0,2400,64,63,0,0,0,558,39,20493,20481,20493
species,orc,32,integration-r2-species-v1,20260811,0,90,1104549618,passive-control,truncated,0,2400,0,-1,0,0,0,0,35,17421,17409,17421
species,orc,32,integration-r2-species-v1,20260811,0,91,3758985379,uniform-random-legal,truncated,0,2400,15,14,0,0,0,1300,757,526,514,568
species,orc,32,integration-r2-species-v1,20260811,0,92,2118453844,permissive-breadth,truncated,0,2400,55,54,11,0,0,473,31,16392,16380,16392
species,orc,32,integration-r2-species-v1,20260811,0,93,477922309,narrow-depth,stagnated,3,536,4,3,0,4,26,34,6,77,65,77
species,orc,32,integration-r2-species-v1,20260811,0,94,3132358070,denial-warden,stagnated,3,499,0,-1,0,0,0,0,0,48,36,48
species,orc,32,integration-r2-species-v1,20260811,0,95,1491826535,archivist,stagnated,3,504,19,18,0,19,42,42,0,70,58,70
species,orc,32,integration-r2-species-v1,20260811,0,96,4146262296,portal-rush,stagnated,3,481,1,0,0,0,0,1,1,43,31,44
species,orc,32,integration-r2-species-v1,20260811,0,97,2505730761,worship-maximizer,truncated,0,2400,0,-1,0,0,0,0,37,17357,17345,17357
species,orc,32,integration-r2-species-v1,20260811,0,98,865199226,idle-then-declare,truncated,0,2400,27,26,-3,3,3,109,40,17287,17275,17287
species,orc,32,integration-r2-species-v1,20260811,0,99,3519634987,permit-then-idle,truncated,0,2400,90,89,-1,0,0,2371,39,21359,21347,23907
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,0,2779003760,passive-control,truncated,0,2400,51,50,0,47,83,2573,59,17587,17515,17587
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,1,1138472225,uniform-random-legal,truncated,0,2400,61,60,0,19,251,6228,341,21536,21464,21536
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,2,3792907986,permissive-breadth,ascended,2,962,200,199,33,77,390,3901,56,784,712,784
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,3,2152376451,narrow-depth,stagnated,3,524,6,5,0,6,71,137,18,305,233,305
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,4,511844916,denial-warden,stagnated,3,507,5,4,0,5,16,16,20,283,211,283
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,5,3166280677,archivist,truncated,0,2400,51,50,0,51,720,6144,2814,15222,15150,15222
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,6,1525749142,portal-rush,truncated,0,2400,61,60,9,35,308,1710,37,18212,18140,18212
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,7,4180184903,worship-maximizer,truncated,0,2400,51,50,0,47,155,2735,60,17802,17730,17802
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,8,2539653368,idle-then-declare,truncated,0,2400,51,50,0,41,73,2599,66,17699,17627,17699
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,9,899121833,permit-then-idle,ascended,1,1687,190,189,22,89,279,4991,52,10195,10123,10195
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,10,3553557594,passive-control,truncated,0,2400,51,50,0,45,105,2150,56,18079,18007,18079
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,11,1913026059,uniform-random-legal,truncated,0,2400,63,62,0,38,249,6240,311,23360,23288,23360
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,12,272494524,permissive-breadth,ascended,2,1202,197,196,30,38,140,2710,29,1848,1776,1848
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,13,2926930285,narrow-depth,stagnated,3,525,6,5,0,6,61,110,16,202,130,202
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,14,1286398750,denial-warden,stagnated,3,506,2,1,0,2,22,22,19,210,138,210
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,15,3940834511,archivist,truncated,0,2400,51,50,0,50,575,6144,2357,14044,13972,14044
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,16,2300302976,portal-rush,truncated,0,2400,48,47,14,14,211,1976,48,17403,17331,17403
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,17,659771441,worship-maximizer,truncated,0,2400,51,50,0,49,109,2626,68,18063,17991,18063
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,18,3314207202,idle-then-declare,truncated,0,2400,51,50,0,50,74,2280,66,18410,18338,18410
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,19,1673675667,permit-then-idle,ascended,2,1202,211,210,28,47,519,4764,40,2371,2299,2371
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,20,33144132,passive-control,truncated,0,2400,51,50,0,49,84,2849,79,18452,18380,18452
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,21,2687579893,uniform-random-legal,truncated,0,2400,61,60,0,35,279,6240,449,25408,25336,25408
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,22,1047048358,permissive-breadth,ascended,2,962,198,197,28,93,740,4820,68,1090,1018,1090
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,23,3701484119,narrow-depth,stagnated,3,524,6,5,0,5,71,117,16,272,200,272
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,24,2060952584,denial-warden,stagnated,3,505,2,1,0,2,16,16,19,205,133,206
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,25,420421049,archivist,truncated,0,2400,51,50,0,49,434,6144,2318,13599,13527,13599
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,26,3074856810,portal-rush,truncated,0,2400,52,51,-3,23,247,488,11,18019,17947,18019
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,27,1434325275,worship-maximizer,truncated,0,2400,51,50,1,42,56,2720,75,18003,17931,18003
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,28,4088761036,idle-then-declare,truncated,0,2400,51,50,0,44,65,2330,60,17786,17714,17786
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,29,2448229501,permit-then-idle,ascended,2,1202,212,211,35,150,360,4286,41,1394,1322,1394
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,30,807697966,passive-control,truncated,0,2400,51,50,0,37,41,2843,64,17892,17820,17892
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,31,3462133727,uniform-random-legal,truncated,0,2400,63,62,0,45,221,6212,310,23642,23570,23642
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,32,1821602192,permissive-breadth,ascended,2,962,189,188,26,74,619,5820,73,1410,1338,1410
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,33,181070657,narrow-depth,stagnated,3,525,4,3,0,4,49,127,23,270,198,270
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,34,2835506418,denial-warden,stagnated,3,505,2,1,0,2,21,21,13,235,163,235
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,35,1194974883,archivist,truncated,0,2400,51,50,0,26,359,6144,2587,14058,13986,14058
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,36,3849410644,portal-rush,truncated,0,2400,62,61,1,21,391,1599,30,17626,17554,17626
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,37,2208879109,worship-maximizer,truncated,0,2400,51,50,0,47,92,2766,72,18117,18045,18117
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,38,568347574,idle-then-declare,truncated,0,2400,51,50,0,43,84,2525,68,18216,18144,18216
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,39,3222783335,permit-then-idle,ascended,2,1202,204,203,31,104,404,5820,52,2404,2332,2404
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,40,1582251800,passive-control,truncated,0,2400,51,50,0,49,88,2773,70,17857,17785,17857
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,41,4236687561,uniform-random-legal,truncated,0,2400,63,62,0,36,330,6204,370,25096,25024,25096
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,42,2596156026,permissive-breadth,ascended,2,1202,206,205,23,43,551,4844,55,1929,1857,1929
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,43,955624491,narrow-depth,truncated,0,2400,3,2,0,3,88,183,67,17843,17771,17843
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,44,3610060252,denial-warden,stagnated,3,504,2,1,0,2,12,12,12,251,179,251
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,45,1969528717,archivist,truncated,0,2400,51,50,0,0,0,6144,2076,9780,9708,9780
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,46,328997182,portal-rush,truncated,0,2400,47,46,-12,27,343,763,17,17620,17548,17620
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,47,2983432943,worship-maximizer,truncated,0,2400,51,50,0,38,43,2543,65,17597,17525,17597
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,48,1342901408,idle-then-declare,truncated,0,2400,51,50,0,40,56,2387,72,18053,17981,18053
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,49,3997337169,permit-then-idle,ascended,2,1202,217,216,31,121,302,5346,38,3073,3001,3073
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,50,2356805634,passive-control,truncated,0,2400,51,50,0,17,30,2373,62,17628,17556,17628
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,51,716274099,uniform-random-legal,truncated,0,2400,63,62,0,41,420,6220,402,25336,25264,25336
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,52,3370709860,permissive-breadth,ascended,2,1202,209,208,35,9,77,3760,34,2409,2337,2409
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,53,1730178325,narrow-depth,truncated,0,2400,3,2,-2,3,63,174,59,18127,18055,18127
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,54,89646790,denial-warden,stagnated,3,507,3,2,0,3,17,17,24,274,202,274
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,55,2744082551,archivist,truncated,0,2400,51,50,0,41,462,6144,2882,16443,16371,16443
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,56,1103551016,portal-rush,truncated,0,2400,60,59,-1,0,304,832,15,17592,17520,17592
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,57,3757986777,worship-maximizer,truncated,0,2400,51,50,0,49,59,2512,64,17557,17485,17557
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,58,2117455242,idle-then-declare,truncated,0,2400,51,50,0,49,63,3003,74,17567,17495,17567
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,59,476923707,permit-then-idle,ascended,2,1202,202,201,37,36,281,3823,41,2305,2233,2305
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,60,3131359468,passive-control,truncated,0,2400,51,50,0,49,102,2961,70,17775,17703,17775
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,61,1490827933,uniform-random-legal,truncated,0,2400,61,60,-2,25,348,5995,310,22189,22117,22189
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,62,4145263694,permissive-breadth,ascended,2,1202,204,203,19,73,327,3805,40,2431,2359,2431
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,63,2504732159,narrow-depth,truncated,0,2400,5,4,0,5,92,170,64,17479,17407,17479
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,64,864200624,denial-warden,stagnated,3,506,2,1,0,2,9,9,19,265,193,265
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,65,3518636385,archivist,truncated,0,2400,51,50,0,20,184,6144,2248,9892,9820,9892
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,66,1878104850,portal-rush,truncated,0,2400,45,44,5,1,164,1022,19,17688,17616,17688
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,67,237573315,worship-maximizer,truncated,0,2400,51,50,0,33,43,2589,69,17629,17557,17629
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,68,2892009076,idle-then-declare,truncated,0,2400,51,50,0,48,82,2434,59,17501,17429,17501
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,69,1251477541,permit-then-idle,ascended,2,1202,210,209,34,118,352,4706,49,1327,1255,1330
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,70,3905913302,passive-control,truncated,0,2400,51,50,0,42,59,2403,68,18165,18093,18165
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,71,2265381767,uniform-random-legal,truncated,0,2400,63,62,0,32,174,6188,397,23696,23624,23696
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,72,624850232,permissive-breadth,ascended,2,962,211,210,34,181,926,8019,101,1027,955,1027
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,73,3279285993,narrow-depth,stagnated,3,523,6,5,-1,6,59,130,23,258,186,258
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,74,1638754458,denial-warden,truncated,0,2400,0,-1,0,0,0,0,74,18429,18357,18429
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,75,4293190219,archivist,truncated,0,2400,51,50,0,46,547,6144,2117,12697,12625,12697
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,76,2652658684,portal-rush,truncated,0,2400,54,53,9,1,225,1233,24,18140,18068,18140
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,77,1012127149,worship-maximizer,truncated,0,2400,51,50,0,50,77,2952,75,18050,17978,18050
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,78,3666562910,idle-then-declare,truncated,0,2400,51,50,0,36,50,3080,70,18307,18235,18307
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,79,2026031375,permit-then-idle,ascended,2,1202,222,221,33,165,960,9036,82,2834,2762,2834
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,80,385499840,passive-control,truncated,0,2400,51,50,0,49,70,3097,79,17936,17864,17936
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,81,3039935601,uniform-random-legal,truncated,0,2400,63,62,0,51,373,6232,328,24822,24750,24822
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,82,1399404066,permissive-breadth,ascended,2,1202,208,207,37,93,575,5128,63,1546,1474,1546
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,83,4053839827,narrow-depth,stagnated,3,525,3,2,0,3,66,114,15,240,168,240
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,84,2413308292,denial-warden,stagnated,3,507,0,-1,-1,0,0,0,17,244,172,244
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,85,772776757,archivist,truncated,0,2400,51,50,0,51,587,6144,2989,17195,17123,17195
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,86,3427212518,portal-rush,truncated,0,2400,61,60,10,1,149,1780,40,18195,18123,18195
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,87,1786680983,worship-maximizer,truncated,0,2400,51,50,1,23,44,2711,73,18273,18201,18273
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,88,146149448,idle-then-declare,truncated,0,2400,51,50,0,41,60,2595,61,17025,16953,17025
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,89,2800585209,permit-then-idle,ascended,2,962,180,179,24,101,774,7559,107,969,897,969
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,90,1160053674,passive-control,truncated,0,2400,51,50,0,8,56,2792,76,18670,18598,18670
tradition,true-naming,true-naming,integration-r2-v1,20260811,0,91,3814489435,uniform-random-legal,truncated,0,2400,63,62,0,43,414,6228,389,25072,25000,25072
